"NUTS1","NUTS2","NUTS3","DISTRICT_CODE","Postal_CODE","Dog.Breed","Anzahl","Ref_Date"
"AT1","AT13","AT113",90700,1070,"Braque francais - Type Pyrenees (Petite) / Pinscher",1,20231201
"AT1","AT13","AT113",90700,1070,"Cao de Agua Portugues (Portug. Wasserhund)",2,20231201
"AT1","AT13","AT113",90700,1070,"Chihuahua Kurzhaar / Pinscher",1,20231201
"AT1","AT13","AT113",90700,1070,"Chihuahua Langhaar / Mischling",3,20231201
"AT1","AT13","AT113",90700,1070,"Chinese Crested Dog powderpuff",1,20231201
"AT1","AT13","AT113",90700,1070,"Curly-Coated Retriever",1,20231201
"AT1","AT13","AT113",90700,1070,"Dackel / Mischling",10,20231201
"AT1","AT13","AT113",90700,1070,"Deutsch Kurzhaar",1,20231201
"AT1","AT13","AT113",90700,1070,"Deutscher Pinscher / Mischling",3,20231201
"AT1","AT13","AT113",90700,1070,"Deutscher Schaeferhund Langstockhaar / Mischling",1,20231201
"AT1","AT13","AT113",90700,1070,"Elo",1,20231201
"AT1","AT13","AT113",90700,1070,"English Cocker Spaniel einfaerbig / Pudel",1,20231201
"AT1","AT13","AT113",90700,1070,"English Cocker Spaniel mehrfaerbig / Kleinpudel Apricot",1,20231201
"AT1","AT13","AT113",90700,1070,"English Setter",1,20231201
"AT1","AT13","AT113",90700,1070,"Entlebucher Sennenhund",1,20231201
"AT1","AT13","AT113",90700,1070,"Entlebucher Sennenhund / Berner Sennenhund",1,20231201
"AT1","AT13","AT113",90700,1070,"Entlebucher Sennenhund / Pinscher",1,20231201
"AT1","AT13","AT113",90700,1070,"Fox Terrier drahthaar",5,20231201
"AT1","AT13","AT113",90700,1070,"Fox Terrier drahthaar / Mischling",1,20231201
"AT1","AT13","AT113",90700,1070,"Fox Terrier glatthaar / Mischling",2,20231201
"AT1","AT13","AT113",90700,1070,"Golden Retriever",15,20231201
"AT1","AT13","AT113",90700,1070,"Golden Retriever / Basset Hound",1,20231201
"AT1","AT13","AT113",90700,1070,"Golden Retriever / Grosspudel Apricot",1,20231201
"AT1","AT13","AT113",90700,1070,"Greyhound",3,20231201
"AT1","AT13","AT113",90700,1070,"Greyhound / Mischling",1,20231201
"AT1","AT13","AT113",90700,1070,"Grosspudel Apricot",4,20231201
"AT1","AT13","AT113",90700,1070,"Grosspudel Apricot / Golden Retriever",1,20231201
"AT1","AT13","AT113",90700,1070,"Grosspudel Weiss",1,20231201
"AT1","AT13","AT113",90700,1070,"Grosspudel Weiss / Bichon frise",1,20231201
"AT1","AT13","AT113",90700,1070,"Havaneser / Kleinpudel Weiss",1,20231201
"AT1","AT13","AT113",90700,1070,"Havaneser / Loewchen",1,20231201
"AT1","AT13","AT113",90700,1070,"Havaneser / Mischling",1,20231201
"AT1","AT13","AT113",90700,1070,"Hokkaido",1,20231201
"AT1","AT13","AT113",90700,1070,"Jack Russell Terrier / Deutscher Schaeferhund",1,20231201
"AT1","AT13","AT113",90700,1070,"Kangal / Mischling",1,20231201
"AT1","AT13","AT113",90700,1070,"King Charles Spaniel",1,20231201
"AT1","AT13","AT113",90700,1070,"Klein- oder Mittelpudel",3,20231201
"AT1","AT13","AT113",90700,1070,"Kleinpudel schwarz aus Mehrfarben",1,20231201
"AT1","AT13","AT113",90700,1070,"Kooikerhondje",2,20231201
"AT1","AT13","AT113",90700,1070,"Kurzhaar Dachshund Kaninchen",3,20231201
"AT1","AT13","AT113",90700,1070,"Kurzhaar Dachshund Normal / Mischling",3,20231201
"AT1","AT13","AT113",90700,1070,"Labradoodle",6,20231201
"AT1","AT13","AT113",90700,1070,"Labrador Retriever",18,20231201
"AT1","AT13","AT113",90700,1070,"Labrador Retriever / Golden Retriever",1,20231201
"AT1","AT13","AT113",90700,1070,"Labrador Retriever / Grosspudel Apricot",1,20231201
"AT1","AT13","AT113",90700,1070,"Labrador Retriever / Siberian Husky",1,20231201
"AT1","AT13","AT113",90700,1070,"Lagotto romagnolo",5,20231201
"AT1","AT13","AT113",90700,1070,"Lakeland Terrier",1,20231201
"AT1","AT13","AT113",90700,1070,"Langhaar Dachshund Kaninchen",1,20231201
"AT1","AT13","AT113",90700,1070,"Langhaar Dachshund Zwerg",2,20231201
"AT1","AT13","AT113",90700,1070,"Loewchen",2,20231201
"AT1","AT13","AT113",90700,1070,"Lurcher",1,20231201
"AT1","AT13","AT113",90700,1070,"Magyar Vizsla Drahthaar",3,20231201
"AT1","AT13","AT113",90700,1070,"Malteser",25,20231201
"AT1","AT13","AT113",90700,1070,"Malteser / Shih Tzu",1,20231201
"AT1","AT13","AT113",90700,1070,"Mops (Carlin) / Mischling",1,20231201
"AT1","AT13","AT113",90700,1070,"Oesterreichischer Pinscher / Kurzhaar Dachshund Kaninchen",1,20231201
"AT1","AT13","AT113",90700,1070,"Parson Russell Terrier",2,20231201
"AT1","AT13","AT113",90700,1070,"Pekingese / Mischling",5,20231201
"AT1","AT13","AT113",90700,1070,"Pekingese / Zwergspitz (Pomeranian)",1,20231201
"AT1","AT13","AT113",90700,1070,"Petit Basset griffon vendeen",1,20231201
"AT1","AT13","AT113",90700,1070,"Pinscher / Jack Russell Terrier",1,20231201
"AT1","AT13","AT113",90700,1070,"Pit Bull Terrier",2,20231201
"AT1","AT13","AT113",90700,1070,"Posavski Gonic / Mischling",1,20231201
"AT1","AT13","AT113",90700,1070,"Pudel",6,20231201
"AT1","AT13","AT113",90700,1070,"Pudel / Mischling",1,20231201
"AT1","AT13","AT113",90700,1070,"Rat Terrier",1,20231201
"AT1","AT13","AT113",90700,1070,"Rauhhaar Dachshund Zwerg",7,20231201
"AT1","AT13","AT113",90700,1070,"Rauhhaar Dachshund Zwerg / Langhaar Dachshund Kaninchen",1,20231201
"AT1","AT13","AT113",90700,1070,"Rauhhaar Dachshund Zwerg / Mischling",2,20231201
"AT1","AT13","AT113",90700,1070,"Samojede",3,20231201
"AT1","AT13","AT113",90700,1070,"Shiba",1,20231201
"AT1","AT13","AT113",90700,1070,"Shih Tzu / Pudelpointer",1,20231201
"AT1","AT13","AT113",90700,1070,"Sloughi",1,20231201
"AT1","AT13","AT113",90700,1070,"Spitz / Border Collie",1,20231201
"AT1","AT13","AT113",90700,1070,"Spitz / Mischling",3,20231201
"AT1","AT13","AT113",90700,1070,"Tibetan Terrier",1,20231201
"AT1","AT13","AT113",90700,1070,"Tornjak / Mischling",1,20231201
"AT1","AT13","AT113",90700,1070,"Toypudel Apricot",3,20231201
"AT1","AT13","AT113",90700,1070,"Unbekannt / Mischling",70,20231201
"AT1","AT13","AT113",90700,1070,"Weimaraner Kurzhaar / Labrador Retriever",1,20231201
"AT1","AT13","AT113",90700,1070,"Welsh Corgi Pembroke",3,20231201
"AT1","AT13","AT113",90700,1070,"West Highland White Terrier",4,20231201
"AT1","AT13","AT113",90700,1070,"Zwergpudel Apricot / Malteser",1,20231201
"AT1","AT13","AT113",90700,1070,"Zwergpudel Falb",1,20231201
"AT1","AT13","AT113",90700,1070,"Zwergspitz (Pomeranian) / Japanischer Spitz",1,20231201
"AT1","AT13","AT113",90800,1080,"Affenpinscher",1,20231201
"AT1","AT13","AT113",90800,1080,"Alaskan Malamute",1,20231201
"AT1","AT13","AT113",90800,1080,"American Staffordshire Terrier",8,20231201
"AT1","AT13","AT113",90800,1080,"American Staffordshire Terrier / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Appenzeller Sennenhund / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Basset Hound / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Beagle",6,20231201
"AT1","AT13","AT113",90800,1080,"Beagle / Mischling",3,20231201
"AT1","AT13","AT113",90800,1080,"Bedlington Terrier / Pudelpointer",1,20231201
"AT1","AT13","AT113",90800,1080,"Berger Blanc Suisse",3,20231201
"AT1","AT13","AT113",90800,1080,"Berner Sennenhund",2,20231201
"AT1","AT13","AT113",90800,1080,"Berner Sennenhund / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Bichon frise / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Biewer Terrier",1,20231201
"AT1","AT13","AT113",90800,1080,"Bolonka Zwetna",3,20231201
"AT1","AT13","AT113",90800,1080,"Braque d'Auvergne",1,20231201
"AT1","AT13","AT113",90800,1080,"Bull Terrier (Standard)",1,20231201
"AT1","AT13","AT113",90800,1080,"Bulldog",3,20231201
"AT1","AT13","AT113",90800,1080,"Cane Corso Italiano / Bulldog",1,20231201
"AT1","AT13","AT113",90800,1080,"Cao de Agua Portugues (Portug. Wasserhund)",4,20231201
"AT1","AT13","AT113",90800,1080,"Chihuahua Kurzhaar",10,20231201
"AT1","AT13","AT113",90800,1080,"Chihuahua Langhaar",1,20231201
"AT1","AT13","AT113",90800,1080,"Chow-Chow",1,20231201
"AT1","AT13","AT113",90800,1080,"Collie Langhaar (Rough)",2,20231201
"AT1","AT13","AT113",90800,1080,"Dackel / Deutscher Jagdterrier",1,20231201
"AT1","AT13","AT113",90800,1080,"Dackel / Jack Russell Terrier",1,20231201
"AT1","AT13","AT113",90800,1080,"Dansk-Svensk Gardshund",1,20231201
"AT1","AT13","AT113",90800,1080,"Deutsch Kurzhaar",2,20231201
"AT1","AT13","AT113",90800,1080,"Deutscher Jagdterrier",1,20231201
"AT1","AT13","AT113",90800,1080,"Deutscher Jagdterrier / Mischling",2,20231201
"AT1","AT13","AT113",90800,1080,"Deutscher Pinscher / Mischling",3,20231201
"AT1","AT13","AT113",90800,1080,"Deutscher Schaeferhund / Mischling",2,20231201
"AT1","AT13","AT113",90800,1080,"Deutscher Schaeferhund Langstockhaar / Westsibirischer Laika",1,20231201
"AT1","AT13","AT113",90800,1080,"Deutscher Spitz",1,20231201
"AT1","AT13","AT113",90800,1080,"Dogo Argentino",3,20231201
"AT1","AT13","AT113",90800,1080,"Elo",2,20231201
"AT1","AT13","AT113",90800,1080,"English Cocker Spaniel einfaerbig",6,20231201
"AT1","AT13","AT113",90800,1080,"English Cocker Spaniel einfaerbig / Grosspudel Apricot",1,20231201
"AT1","AT13","AT113",90800,1080,"English Cocker Spaniel mehrfaerbig",3,20231201
"AT1","AT13","AT113",90800,1080,"English Cocker Spaniel mehrfaerbig / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"English Pointer / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"English Setter",1,20231201
"AT1","AT13","AT113",90800,1080,"English Springer Spaniel",1,20231201
"AT1","AT13","AT113",90800,1080,"Entlebucher Sennenhund",4,20231201
"AT1","AT13","AT113",90800,1080,"Field Spaniel",1,20231201
"AT1","AT13","AT113",90800,1080,"Flat-Coated Retriever",2,20231201
"AT1","AT13","AT113",90800,1080,"Galgo Espanol",4,20231201
"AT1","AT13","AT113",90800,1080,"Golden Retriever",6,20231201
"AT1","AT13","AT113",90800,1080,"Golden Retriever / Grosspudel Apricot",1,20231201
"AT1","AT13","AT113",90800,1080,"Golden Retriever / Pudel",1,20231201
"AT1","AT13","AT113",90800,1080,"Golden Retriever / Pudelpointer",1,20231201
"AT1","AT13","AT113",90800,1080,"Gordon Setter",1,20231201
"AT1","AT13","AT113",90800,1080,"Grand gascon saintongeois",1,20231201
"AT1","AT13","AT113",90800,1080,"Grosser Muensterlaender",1,20231201
"AT1","AT13","AT113",90800,1080,"Grosspudel Apricot",1,20231201
"AT1","AT13","AT113",90800,1080,"Havaneser / Mischling",3,20231201
"AT1","AT13","AT113",90800,1080,"Irish Terrier / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Jack Russell Terrier",5,20231201
"AT1","AT13","AT113",90800,1080,"Jack Russell Terrier / Chihuahua Kurzhaar",1,20231201
"AT1","AT13","AT113",90800,1080,"Jack Russell Terrier / Irish Terrier",1,20231201
"AT1","AT13","AT113",90800,1080,"Karelischer Baerenhund / Afghanischer Windhund",1,20231201
"AT1","AT13","AT113",90800,1080,"Klein- oder Mittelpudel",1,20231201
"AT1","AT13","AT113",90800,1080,"Kooikerhondje / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Kurzhaar Dachshund Normal",1,20231201
"AT1","AT13","AT113",90800,1080,"Kurzhaar Dachshund Zwerg",2,20231201
"AT1","AT13","AT113",90800,1080,"Labrador Retriever / Belgischer Schaeferhund",1,20231201
"AT1","AT13","AT113",90800,1080,"Labrador Retriever / Chow-Chow",1,20231201
"AT1","AT13","AT113",90800,1080,"Langhaar Dachshund Kaninchen",1,20231201
"AT1","AT13","AT113",90800,1080,"Langhaar Dachshund Normal",1,20231201
"AT1","AT13","AT113",90800,1080,"Magyar Vizsla Drahthaar",2,20231201
"AT1","AT13","AT113",90800,1080,"Magyar Vizsla Kurzhaar",1,20231201
"AT1","AT13","AT113",90800,1080,"Malinois",1,20231201
"AT1","AT13","AT113",90800,1080,"Malteser",7,20231201
"AT1","AT13","AT113",90800,1080,"Malteser / Mischling",3,20231201
"AT1","AT13","AT113",90800,1080,"Mittelspitz Braun/Schwarz",1,20231201
"AT1","AT13","AT113",90800,1080,"Mittelspitz Braun/Schwarz / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Norsk Buhund",1,20231201
"AT1","AT13","AT113",90800,1080,"Nova Scotia Duck Tolling Retriever / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Oesterreichischer Pinscher",1,20231201
"AT1","AT13","AT113",90800,1080,"Papillon / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Perro de agua Espanol",2,20231201
"AT1","AT13","AT113",90800,1080,"Pinscher / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Podenco Canario",1,20231201
"AT1","AT13","AT113",90800,1080,"Podenco Canario / Whippet",1,20231201
"AT1","AT13","AT113",90800,1080,"Prager Rattler",1,20231201
"AT1","AT13","AT113",90800,1080,"Pudel",2,20231201
"AT1","AT13","AT113",90800,1080,"Pudel / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Rauhhaar Dachshund Zwerg",4,20231201
"AT1","AT13","AT113",90800,1080,"Rhodesian Ridgeback",2,20231201
"AT1","AT13","AT113",90800,1080,"Riesenschnauzer pfeffer-salz",1,20231201
"AT1","AT13","AT113",90800,1080,"Russkiy Toy Kurzhaar / Beagle",1,20231201
"AT1","AT13","AT113",90800,1080,"Schnauzer pfeffersalz",1,20231201
"AT1","AT13","AT113",90800,1080,"Shar Pei",1,20231201
"AT1","AT13","AT113",90800,1080,"Shetland Sheepdog",1,20231201
"AT1","AT13","AT113",90800,1080,"Shiba",3,20231201
"AT1","AT13","AT113",90800,1080,"Shiba / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Shih Tzu / Havaneser",1,20231201
"AT1","AT13","AT113",90800,1080,"Siberian Husky",2,20231201
"AT1","AT13","AT113",90800,1080,"Spinone Italiano / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Spitz",3,20231201
"AT1","AT13","AT113",90800,1080,"St. Bernhardshund Kurzhaar",1,20231201
"AT1","AT13","AT113",90800,1080,"Tibetan Terrier",1,20231201
"AT1","AT13","AT113",90800,1080,"Unbekannt / Mischling",65,20231201
"AT1","AT13","AT113",90800,1080,"Welsh Corgi Pembroke",1,20231201
"AT1","AT13","AT113",90800,1080,"Welsh Corgi Pembroke / Mischling",1,20231201
"AT1","AT13","AT113",90800,1080,"Whippet",8,20231201
"AT1","AT13","AT113",90800,1080,"Zwergpinscher",3,20231201
"AT1","AT13","AT113",90800,1080,"Zwergpinscher / Mischling",2,20231201
"AT1","AT13","AT113",90800,1080,"Zwergpudel Apricot",12,20231201
"AT1","AT13","AT113",90800,1080,"Zwergpudel Apricot / Havaneser",1,20231201
"AT1","AT13","AT113",90800,1080,"Zwergschnauzer pfeffer-salz",1,20231201
"AT1","AT13","AT113",90800,1080,"Zwergschnauzer schwarz-silber",1,20231201
"AT1","AT13","AT113",90900,1090,"Alpenlaendische Dachsbracke",1,20231201
"AT1","AT13","AT113",90900,1090,"American Cocker Spaniel",1,20231201
"AT1","AT13","AT113",90900,1090,"American Cocker Spaniel / Grosspudel Rot",1,20231201
"AT1","AT13","AT113",90900,1090,"American Staffordshire Terrier",11,20231201
"AT1","AT13","AT113",90900,1090,"American Staffordshire Terrier / Mischling",4,20231201
"AT1","AT13","AT113",90900,1090,"Appenzeller Gebirgsschweisshund / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Appenzeller Sennenhund",2,20231201
"AT1","AT13","AT113",90900,1090,"Appenzeller Sennenhund / Labrador Retriever",1,20231201
"AT1","AT13","AT113",90900,1090,"Australian Shepherd",12,20231201
"AT1","AT13","AT113",90900,1090,"Australian Shepherd / Mischling",2,20231201
"AT1","AT13","AT113",90900,1090,"Basset Hound",2,20231201
"AT1","AT13","AT113",90900,1090,"Beagle / Fox Terrier glatthaar",1,20231201
"AT1","AT13","AT113",90900,1090,"Beagle / Golden Retriever",1,20231201
"AT1","AT13","AT113",90900,1090,"Beagle / Jack Russell Terrier",1,20231201
"AT1","AT13","AT113",90900,1090,"Beagle / Mischling",6,20231201
"AT1","AT13","AT113",90900,1090,"Berger Blanc Suisse",1,20231201
"AT1","AT13","AT113",90900,1090,"Berner Sennenhund",1,20231201
"AT1","AT13","AT113",90900,1090,"Bichon frise",2,20231201
"AT1","AT13","AT113",90900,1090,"Border Collie / English Cocker Spaniel mehrfaerbig",1,20231201
"AT1","AT13","AT113",90900,1090,"Border Collie / Flat-Coated Retriever",1,20231201
"AT1","AT13","AT113",90900,1090,"Border Collie / Labrador Retriever",1,20231201
"AT1","AT13","AT113",90900,1090,"Border Collie / Mischling",3,20231201
"AT1","AT13","AT113",90900,1090,"Border Terrier / Italienisches Windspiel",1,20231201
"AT1","AT13","AT113",90900,1090,"Bracco Italiano / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Bracke / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Bull Terrier (Standard)",1,20231201
"AT1","AT13","AT113",90900,1090,"Cairn Terrier",1,20231201
"AT1","AT13","AT113",90900,1090,"Chihuahua Kurzhaar",23,20231201
"AT1","AT13","AT113",90900,1090,"Chihuahua Kurzhaar / Mischling",4,20231201
"AT1","AT13","AT113",90900,1090,"Chihuahua Langhaar / Kurzhaar Dachshund Kaninchen",1,20231201
"AT1","AT13","AT113",90900,1090,"Chinese Crested Dog powderpuff",1,20231201
"AT1","AT13","AT113",90900,1090,"Chinook / Chin",1,20231201
"AT1","AT13","AT113",90900,1090,"Collie Kurzhaar (Smooth) / Golden Retriever",1,20231201
"AT1","AT13","AT113",90900,1090,"Collie Langhaar (Rough) / Mischling",3,20231201
"AT1","AT13","AT113",90900,1090,"Dackel",7,20231201
"AT1","AT13","AT113",90900,1090,"Dackel / Jack Russell Terrier",1,20231201
"AT1","AT13","AT113",90900,1090,"Dackel / Mischling",10,20231201
"AT1","AT13","AT113",90900,1090,"Dalmatiner",1,20231201
"AT1","AT13","AT113",90900,1090,"Dalmatiner / Mischling",2,20231201
"AT1","AT13","AT113",90900,1090,"Deutsche Dogge blau",1,20231201
"AT1","AT13","AT113",90900,1090,"Deutscher Boxer gelb",4,20231201
"AT1","AT13","AT113",90900,1090,"Deutscher Jagdterrier",1,20231201
"AT1","AT13","AT113",90900,1090,"Deutscher Pinscher / Deutscher Schaeferhund",1,20231201
"AT1","AT13","AT113",90900,1090,"Deutscher Schaeferhund",5,20231201
"AT1","AT13","AT113",90900,1090,"Deutscher Schaeferhund / Chow-Chow",1,20231201
"AT1","AT13","AT113",90900,1090,"Deutscher Schaeferhund / Kleiner Muensterlaender",1,20231201
"AT1","AT13","AT113",90900,1090,"Deutscher Schaeferhund / Kurzhaar Dachshund Kaninchen",1,20231201
"AT1","AT13","AT113",90900,1090,"Deutscher Schaeferhund / Rhodesian Ridgeback",1,20231201
"AT1","AT13","AT113",90900,1090,"Deutscher Schaeferhund Langstockhaar / Kurzhaar Dachshund Kan",1,20231201
"AT1","AT13","AT113",90900,1090,"Dobermann braun-rot",1,20231201
"AT1","AT13","AT113",90900,1090,"Dog de Bordeaux (Bordeauxdogge) / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Dogo Argentino / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"English Cocker Spaniel einfaerbig / Kleinpudel Rot",1,20231201
"AT1","AT13","AT113",90900,1090,"English Cocker Spaniel mehrfaerbig",5,20231201
"AT1","AT13","AT113",90900,1090,"English Cocker Spaniel mehrfaerbig / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"English Pointer",1,20231201
"AT1","AT13","AT113",90900,1090,"English Springer Spaniel",1,20231201
"AT1","AT13","AT113",90900,1090,"Epagneul breton / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Eurasier",2,20231201
"AT1","AT13","AT113",90900,1090,"Flat-Coated Retriever",4,20231201
"AT1","AT13","AT113",90900,1090,"Fox Terrier glatthaar / Border Collie",1,20231201
"AT1","AT13","AT113",90900,1090,"Fox Terrier glatthaar / Malinois",1,20231201
"AT1","AT13","AT113",90900,1090,"Fox Terrier glatthaar / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Franzoesische Bulldogge",19,20231201
"AT1","AT13","AT113",90900,1090,"Golden Retriever",17,20231201
"AT1","AT13","AT113",90900,1090,"Golden Retriever / Kleinpudel Apricot",1,20231201
"AT1","AT13","AT113",90900,1090,"Golden Retriever / Labradoodle",1,20231201
"AT1","AT13","AT113",90900,1090,"Golden Retriever / Mischling",5,20231201
"AT1","AT13","AT113",90900,1090,"Golden Retriever / Siberian Husky",1,20231201
"AT1","AT13","AT113",90900,1090,"Gordon Setter",1,20231201
"AT1","AT13","AT113",90900,1090,"Grosser Schweizer Sennenhund",2,20231201
"AT1","AT13","AT113",90900,1090,"Grosspudel Apricot",2,20231201
"AT1","AT13","AT113",90900,1090,"Havaneser / Pudel",1,20231201
"AT1","AT13","AT113",90900,1090,"Hollaendischer Schaeferhund Kurzhaar / Mischling",2,20231201
"AT1","AT13","AT113",90900,1090,"Istrianer Bracke Rauhhaar (Ostrodlaki Gonic) / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Italienisches Windspiel",2,20231201
"AT1","AT13","AT113",90900,1090,"Jack Russell Terrier",14,20231201
"AT1","AT13","AT113",90900,1090,"Jack Russell Terrier / Beagle",1,20231201
"AT1","AT13","AT113",90900,1090,"Jack Russell Terrier / Dackel",1,20231201
"AT1","AT13","AT113",90900,1090,"Jack Russell Terrier / Deutscher Pinscher",1,20231201
"AT1","AT13","AT113",90900,1090,"Jack Russell Terrier / Mischling",7,20231201
"AT1","AT13","AT113",90900,1090,"Jack Russell Terrier / Spitz",1,20231201
"AT1","AT13","AT113",90900,1090,"Klein- oder Mittelpudel",2,20231201
"AT1","AT13","AT113",90900,1090,"Kleinpudel Schwarz / Malteser",1,20231201
"AT1","AT13","AT113",90900,1090,"Kooikerhondje",2,20231201
"AT1","AT13","AT113",90900,1090,"Kurzhaar Dachshund Zwerg",10,20231201
"AT1","AT13","AT113",90900,1090,"Labrador Retriever",35,20231201
"AT1","AT13","AT113",90900,1090,"Labrador Retriever / Bracke",1,20231201
"AT1","AT13","AT113",90900,1090,"Labrador Retriever / Magyar Vizsla Drahthaar",1,20231201
"AT1","AT13","AT113",90900,1090,"Labrador Retriever / Mischling",16,20231201
"AT1","AT13","AT113",90900,1090,"Labrador Retriever / Neufundlaender",1,20231201
"AT1","AT13","AT113",90900,1090,"Labrador Retriever / Pudel",1,20231201
"AT1","AT13","AT113",90900,1090,"Lagotto romagnolo",7,20231201
"AT1","AT13","AT113",90900,1090,"Lagotto romagnolo / English Cocker Spaniel mehrfaerbig",1,20231201
"AT1","AT13","AT113",90900,1090,"Lakeland Terrier",2,20231201
"AT1","AT13","AT113",90900,1090,"Landseer",2,20231201
"AT1","AT13","AT113",90900,1090,"Langhaar Dachshund Kaninchen / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Lhasa Apso",4,20231201
"AT1","AT13","AT113",90900,1090,"Magyar Vizsla Drahthaar",7,20231201
"AT1","AT13","AT113",90900,1090,"Magyar Vizsla Drahthaar / Labrador Retriever",1,20231201
"AT1","AT13","AT113",90900,1090,"Magyar Vizsla Kurzhaar",2,20231201
"AT1","AT13","AT113",90900,1090,"Malinois",1,20231201
"AT1","AT13","AT113",90900,1090,"Malteser",21,20231201
"AT1","AT13","AT113",90900,1090,"Malteser / Pudel",2,20231201
"AT1","AT13","AT113",90900,1090,"Mops (Carlin)",11,20231201
"AT1","AT13","AT113",90900,1090,"Mops (Carlin) / Chihuahua Kurzhaar",1,20231201
"AT1","AT13","AT113",90900,1090,"Mops (Carlin) / Mischling",2,20231201
"AT1","AT13","AT113",90900,1090,"Mudi",1,20231201
"AT1","AT13","AT113",90900,1090,"Norfolk Terrier",1,20231201
"AT1","AT13","AT113",90900,1090,"Papillon",1,20231201
"AT1","AT13","AT113",90900,1090,"Parson Russell Terrier / Mischling",2,20231201
"AT1","AT13","AT113",90900,1090,"Pekingese",3,20231201
"AT1","AT13","AT113",90900,1090,"Pekingese / Mischling",3,20231201
"AT1","AT13","AT113",90900,1090,"Pinscher",1,20231201
"AT1","AT13","AT113",90900,1090,"Pinscher / Beagle",1,20231201
"AT1","AT13","AT113",90900,1090,"Pinscher / Labrador Retriever",1,20231201
"AT1","AT13","AT113",90900,1090,"Pit Bull Terrier / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Podenco Ibicenco Kurzhaar",1,20231201
"AT1","AT13","AT113",90900,1090,"Pudel",3,20231201
"AT1","AT13","AT113",90900,1090,"Pudelpointer",2,20231201
"AT1","AT13","AT113",90900,1090,"Puli andersfarbig",1,20231201
"AT1","AT13","AT113",90900,1090,"Puli andersfarbig / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Rauhhaar Dachshund Zwerg",7,20231201
"AT1","AT13","AT113",90900,1090,"Rauhhaar Dachshund Zwerg / Deutscher Pinscher",1,20231201
"AT1","AT13","AT113",90900,1090,"Rauhhaar Dachshund Zwerg / Mischling",3,20231201
"AT1","AT13","AT113",90900,1090,"Rauhhaar Dachshund Zwerg / Yorkshire Terrier",1,20231201
"AT1","AT13","AT113",90900,1090,"Rhodesian Ridgeback",5,20231201
"AT1","AT13","AT113",90900,1090,"Rhodesian Ridgeback / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Rottweiler",2,20231201
"AT1","AT13","AT113",90900,1090,"Saluki",1,20231201
"AT1","AT13","AT113",90900,1090,"Schnauzer pfeffersalz / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Schnauzer schwarz / Labrador Retriever",1,20231201
"AT1","AT13","AT113",90900,1090,"Schwarzer Terrier",1,20231201
"AT1","AT13","AT113",90900,1090,"Shar Pei / Deutscher Schaeferhund",1,20231201
"AT1","AT13","AT113",90900,1090,"Shetland Sheepdog",3,20231201
"AT1","AT13","AT113",90900,1090,"Shih Tzu",7,20231201
"AT1","AT13","AT113",90900,1090,"Shih Tzu / Mudi",1,20231201
"AT1","AT13","AT113",90900,1090,"Siberian Husky / Labrador Retriever",1,20231201
"AT1","AT13","AT113",90900,1090,"Siberian Husky / Mischling",3,20231201
"AT1","AT13","AT113",90900,1090,"Spitz",8,20231201
"AT1","AT13","AT113",90900,1090,"Spitz / Yorkshire Terrier",1,20231201
"AT1","AT13","AT113",90900,1090,"Staffordshire Bullterrier",1,20231201
"AT1","AT13","AT113",90900,1090,"Tibetan Terrier / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Tiroler Bracke / Weimaraner Kurzhaar",1,20231201
"AT1","AT13","AT113",90900,1090,"Tornjak / Mischling",1,20231201
"AT1","AT13","AT113",90900,1090,"Welsh Corgi Cardigan / Parson Russell Terrier",1,20231201
